source_file,part_number,description,quantity,page_roles,material,thickness_mm,finish,colour,revision,dates,overall_length_mm,overall_width_mm,overall_sizes_mm,dimensions_mm,angles_deg,hole_sizes_mm,slot_sizes_mm,manufacturing_features,operations,process_notes,estimated_cut_length_mm,estimated_hole_count,estimated_slot_like_features,estimated_bend_line_count,blank_length_mm,blank_width_mm,material_cost_gbp,total_time_min,unit_labour_cost_gbp,unit_total_cost_gbp,extended_total_cost_gbp
9490-10-100 GA BATTERY SECURITY DISPLAY_revB.PDF,9490-10,"QTY 1 9490-10-100 SA1 BATTERY SECURITY CASE WELD ASSEMBLY 1 2 9490-10-201 TOP BRACKET 2 A 3 HAFELE: 235.76.203 - Cylinder Cam Lock, 13mm Thread 2 A 4 4 FIXING433 M6x12mm FLANGE BUTTON HEAD SCREW, BLACK 8 5 9490-10-301 BATTERY DISPLAY DOOR 1 6 FIXING M4x10mm C/SNK BOLT, BZP 6 2 7 FIXING M4 DOME NUT; BZP 6 8 FIXING28 M6 HEX NUT-BLACK 4 9 Solid Drawn Cabinet Hinge 50 x 28 x 1.45 IMD - 553800 3 4 1 FIXING METHOD OF DISPLAY 2 B B 9 TO SHED'S CORNER ASSEMBLY TO BE TESTED BEFORE FULL BALANCE MANUFACTURED 9 C C 4 D 3 D 8 E E 3 5 Copt Oak Barn",1,detail,MILD STEEL,13,SEE ASSEMBLY DRAWING; POWDER COATED - TEXTURED; CNC,SEE ASSEMBLY DRAWING; LIME GREEN PANTONE 388 TEXTURE [POWDER175]; TLP-C599-S - LIME GREEN (PANTONE 388); CLEAR,DRG NO; 3,02/02/22; 07/03/2022; 24/10/2024,50.0,28.0,50 x 28; 9 x 5; 6 x 5; 4 x 9.7; 4 x 7,13,90,,,laser=False; fold=True; holes=29; slots=0; bends=2; finish=True,folding; welding; handling; powder_coating,"DESCRIPTION QTY 1 9490-10-100 SA1 BATTERY SECURITY CASE WELD ASSEMBLY 1 2 9490-10-201 TOP BRACKET 2 A 3 HAFELE: 235.76.203 - Cylinder Cam Lock, 13mm Thread 2 4 FIXING433 M6x12mm FLANGE BUTTON HEAD SCREW, BLACK 8 5 9490-10-301 BATTERY DISPLAY DOOR 1 6 FIXING M4x10mm C/SNK BOLT, BZP 6 7 FIXING M4 DOME NUT;",92075.33,29,0,2,70.0,48.0,0.83,4.6,3.18,4.01,4.01
