source_file,part_number,description,quantity,page_roles,material,thickness_mm,finish,colour,revision,dates,overall_length_mm,overall_width_mm,overall_sizes_mm,dimensions_mm,angles_deg,hole_sizes_mm,slot_sizes_mm,manufacturing_features,operations,process_notes,estimated_cut_length_mm,estimated_hole_count,estimated_slot_like_features,estimated_bend_line_count,blank_length_mm,blank_width_mm,material_cost_gbp,total_time_min,unit_labour_cost_gbp,unit_total_cost_gbp,extended_total_cost_gbp
9714-GA MX TOWER - DOUBLE [B].PDF,9714-00,"QTY 1 9714-GA-A MX TOWER 1 2 9714-GA-B MX TOWER 1 A 3 FIXING M6x10mm FLANGE BUTTON HEAD SCREW, BZP 4 A 4 FIXING 109 M6x16mm FLANGE BUTTON HEAD SCREW, BLACK 2 1 5 FIXING20 M6 WING NUT, BZP 6 B B 5 3 C C 2 D D E E",1,detail; assembly,,,PROPERTY OF SDI DISPLAYS LIMITED,UNLESS OTHERWISE STATED,DRG NO,15/09/2022,,,,,,,,laser=False; fold=True; holes=0; slots=0; bends=0; finish=True,folding; handling,,13311.31,0,0,0,,,,2.8,1.97,1.97,1.97
9714-GA MX TOWER - DOUBLE [B].PDF,PA - 15,"QTY 1 9714-GA-A MX TOWER 1 2 9714-GA-B MX TOWER 1 A 3 FIXING M6x10mm FLANGE BUTTON HEAD SCREW, BZP 4 A 4 FIXING 109 M6x16mm FLANGE BUTTON HEAD SCREW, BLACK 2 1 5 FIXING20 M6 WING NUT, BZP 6 B B 5 3 C C 2 D D E E",1,detail; assembly,,,PROPERTY OF SDI DISPLAYS LIMITED; SEE INDIVIDUAL DRAWINGS,UNLESS OTHERWISE STATED; SEE INDIVIDUAL DRAWINGS,DRG NO,15/09/2022,150.0,,,150,,,,laser=False; fold=True; holes=0; slots=0; bends=0; finish=True,folding; handling; hole_machining; drilling,"DESCRIPTION QTY 1 9714A-GA BASE GA 1 2 8187C-01 UPPER SECTION 2 A 3 9714D-GA- HEADER ASSEMBLY 1 4 8187E-01 UPPER MAIN PANEL 2 5 8187E-02 UPPER SIDE PANEL 2 6 8187F-GA SHELF WELDMENT 1 7 8187H-GA BREAKER HOLDER 1 8 8187G-GA CORE DRILL HOLDER 1 9 1338 - GA 150MM EUROHOOK 5 10 8187J-01 SINGLE BATTERY HOLDER 1 11 8187K-01 DOUBLE BATTERY HOLDER 2 12 8187L-01 MAIN GRAPHIC 1 13 8187L-02 SIDE GRAPHIC 1 14 8187L-03 FACT TAG GRAPHIC 8 15 1264-GA FACT TAG 7 B 16 8187L-01 MAIN GRAPHIC 2 17 8187L-02 SIDE GRAPHIC 1 18 FIXING88 M6x12mm FLANGE BUTTON HEAD SCREW, BZP 8 3 11 5 10 12 C 2 4 15 8; 1 9714A-GA BASE GA 1 2 8187C-01 UPPER SECTION 2 A 3 9714D-GA- HEADER ASSEMBLY 1 4 8187E-01 UPPER MAIN PANEL 2 5 8187E-02 UPPER SIDE PANEL 2 6 8187F-GA SHELF WELDMENT 2 7 8187G-GA CORE DRILL HOLDER 1 8 1338 - GA 150MM EUROHOOK 5 9 8187J-01 SINGLE BATTERY HOLDER 1 10 8187K-01 DOUBLE BATTERY HOLDER 2 11 8187L-01 MAIN GRAPHIC 1 12 8187L-01 MAIN GRAPHIC 2 13 8187L-02 SIDE GRAPHIC 1 14 8187L-02 SIDE GRAPHIC 1 15 8187L-03 FACT TAG GRAPHIC 8 B 16 1264-GA FACT TAG 7 17 FIXING88 M6x12mm FLANGE BUTTON HEAD SCREW, BZP 8 3 11 5 10 12 C 2 4 15 8",26788.94,0,0,0,,,,4.3,3.02,3.02,3.02
